,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
12/5/2014,63.96,208,40.88,20.17,76.66,118.36,84.53
12/8/2014,63.4,206.61,40.28,19.82,77,118.92,84.52
12/9/2014,63.06,206.47,39.9,19.96,77.26,119.02,84.55
12/10/2014,62.26,203.1601,39.31,19.65,77.08,118.98,84.62
12/11/2014,62.18,204.19,38.98,19.47,77.15,118.86,84.58
12/12/2014,60.98,200.89,38.34,19.31,76.45,119.05,84.66
12/15/2014,59.97,199.51,37.79,19,75.55,119.33,84.6
12/16/2014,60.4,197.91,37.73,18.89,75.2,119.29,84.65
12/17/2014,60.53,201.79,38.05,19,76.88,119.32,84.57
12/18/2014,61.61,206.78,38.57,18.94,77.57,119.44,84.52
12/19/2014,61.7,206.52,38.84,19.22,77.73,119.38,84.46
12/22/2014,62,207.47,39.38,18.87,79.01,119.76,84.48
12/23/2014,61.8,207.75,39.02,19.06,78.61,118.85,84.39
12/24/2014,62.08,207.77,39.11,18.81,77.48,118.91,84.4
12/25/2014,62.08,207.77,39.11,18.81,77.48,118.91,84.4
12/26/2014,62.24,208.44,39.42,18.79,77.78,119,84.37
12/29/2014,61.79,208.72,39.18,18.61,78.12,119.23,84.45
12/30/2014,61.22,207.6,39.26,18.59,78.04,119.33,84.48
12/31/2014,60.84,205.54,39.29,18.45,76.84,119.41,84.45
1/1/2015,60.84,205.54,39.29,18.45,76.84,119.41,84.45
1/2/2015,60.58,205.43,38.77,18.23,77.79,119.83,84.54
1/5/2015,59.15,201.72,38.08,17.97,78.05,120.32,84.54
1/6/2015,58.48,199.82,37.92,17.8,78.62,120.81,84.58
1/7/2015,59.13,202.31,38.74,17.69,79.64,120.97,84.62
1/8/2015,59.93,205.9,39.4,17.76,80.09,120.58,84.61
1/9/2015,59.64,204.25,39.27,17.73,80.12,120.9,84.68
1/12/2015,59.5,202.65,38.95,17.34,80.56,121.13,84.73
1/13/2015,59.8,202.08,39.29,17.27,80.35,121.24,84.78
1/14/2015,59.63,200.86,39.07,17.46,80.88,121.45,84.83
1/15/2015,60.01,199.0199,39.16,17.22,80.99,122.08,84.96
1/16/2015,60.79,201.63,39.49,17.55,81.68,121.4,84.88
1/19/2015,60.79,201.63,39.49,17.55,81.68,121.4,84.88
1/20/2015,61,202.055,39.43,17.31,81.04,121.68,84.84
1/21/2015,61.48,203.08,40.3,17.42,80.92,121.63,84.84
1/22/2015,61.71,206.1,41.07,17.4,82.5,121.57,84.81
1/23/2015,61.36,204.97,40.76,17.29,82.33,122.28,84.85
1/26/2015,62.2,205.45,40.78,17.23,83.14,122.25,84.8
1/27/2015,62.29,202.74,40.56,17.32,83.03,122.34,84.85
1/28/2015,61.36,200.14,40.12,17.07,82.44,123.17,84.91
1/29/2015,62.2,201.9902,40.12,16.99,82.58,122.88,84.88
1/30/2015,61.22,199.45,39.02,17.4,81.23,123.89,84.98
2/2/2015,61.96,201.92,39.72,17.64,80.97,123.67,84.92
2/3/2015,62.95,204.84,40.47,18.13,81.72,122.67,84.85
2/4/2015,62.43,204.06,40.27,17.73,81.48,122.84,84.863
2/5/2015,63.29,206.12,40.51,17.97,82.33,122.45,84.83
2/6/2015,62.5,205.55,39.82,18.02,80.16,121.17,84.63
2/9/2015,62.2,204.63,39.76,18.2,79.781,121.25,84.62
2/10/2015,62.77,206.81,39.66,17.97,80.06,120.92,84.6
2/11/2015,62.43,206.93,39.37,17.83,79.89,121,84.61
2/12/2015,63.4,208.92,40.21,18.1,80.75,121.31,84.64
2/13/2015,63.82,209.78,40.67,18.3,80.31,120.83,84.64
2/16/2015,63.82,209.78,40.67,18.3,80.31,120.83,84.64
2/17/2015,63.97,210.11,40.58,18.31,80.08,120.27,84.6
2/18/2015,64.35,210.13,40.57,18.09,80.76,120.7,84.7
2/19/2015,64.43,209.98,40.4,18.03,79.22,120.68,84.65
2/20/2015,65.03,211.239,40.67,17.96,79.95,120.86,84.64
2/23/2015,64.8,211.209,40.26,17.84,80.58,121.27,84.68
2/24/2015,65.2,211.81,40.84,17.85,79.06,122.06,84.75
2/25/2015,65.25,211.63,40.76,18.12,79.23,122.17,84.75
2/26/2015,65.07,211.38,40.77,17.97,78.56,121.51,84.67
2/27/2015,65.1,210.66,40.74,18.17,79.12,121.8,84.7
3/2/2015,65.2,211.99,40.68,17.91,79.43,120.42,84.6
3/3/2015,64.8,211.12,40.365,18.02,79.22,120.35,84.58
3/4/2015,64.54,210.2301,39.93,17.86,78.56,120.27,84.6
3/5/2015,64.69,210.46,39.87,17.79,78.82,120.43,84.63
3/6/2015,63.81,207.5,39.26,17.57,76.42,119.15,84.54
3/9/2015,63.91,208.36,39.11,17.52,77.1,119.63,84.58
3/10/2015,62.52,204.98,38.24,17.29,76.72,119.82,84.6
3/11/2015,62.68,204.5,38.53,17.38,76.83,120.43,84.6
3/12/2015,63.46,207.1,38.77,17.3,78.1,120.31,84.62
3/13/2015,63.09,205.8272,38.3,16.95,77.81,119.97,84.63
3/16/2015,63.8,208.58,38.76,16.93,78.66,120.09,84.64
3/17/2015,63.64,207.96,39.21,16.81,78.59,120.29,84.62
3/18/2015,65,210.46,40.17,17.27,80.14,121.77,84.82
3/19/2015,64.24,209.5,39.49,16.98,80.02,121.15,84.71
3/20/2015,65.66,210.41,40.08,17.21,81.96,121.49,84.77
3/23/2015,65.99,210,40.2,17.41,81.84,121.77,84.8
3/24/2015,65.85,208.82,40.36,17.27,81.18,121.95,84.83
3/25/2015,65.54,205.76,39.72,17.32,79.19,121.55,84.81
3/26/2015,64.97,205.27,39.35,17.53,78.74,120.8,84.77
3/27/2015,65.14,205.74,39.46,17.18,79.01,121.28,84.82
3/30/2015,65.18,208.25,40.22,17.27,79.9,121.49,84.81
3/31/2015,64.17,206.43,40.13,17.07,79.32,121.71,84.88
4/1/2015,64.63,205.7,40.63,17.38,79.31,121.73,84.88
4/2/2015,65.19,206.435,41.24,17.29,79.84,121.53,84.87
4/3/2015,65.19,206.435,41.24,17.29,79.84,121.53,84.87
4/6/2015,65.85,207.83,41.77,17.51,80.64,121.69,84.94
4/7/2015,65.76,207.28,41.56,17.6,79.33,122.13,84.88
4/8/2015,66.04,207.975,42.43,17.26,79.55,122.09,84.88
4/9/2015,66.13,208.9,42.85,17.26,78.15,121.47,84.85
4/10/2015,66.26,210.04,42.88,17.44,78.1,121.64,84.83
4/13/2015,65.84,209.09,42.63,17.36,77.88,121.6,84.88
4/14/2015,66.33,209.49,42.82,17.44,78.04,121.88,84.92
4/15/2015,66.63,210.43,43.12,17.79,77.58,121.96,84.92
4/16/2015,66.81,210.37,43.46,17.98,77.9,121.89,84.96
4/17/2015,65.97,207.95,42.7,17.94,77.49,122.22,84.92
4/20/2015,66.04,209.85,42.66,17.86,77.59,121.93,84.91
4/21/2015,66.63,209.6,42.91,17.73,77.65,121.9,84.92
4/22/2015,66.76,210.63,43.37,17.79,77.88,121.11,84.85
4/23/2015,67.01,211.16,43.69,18.01,78.02,121.42,84.89
4/24/2015,67.4,211.6499,43.845,18,78.15,121.65,84.92
4/27/2015,67.73,210.77,44.02,18,77.94,121.56,84.91
4/28/2015,67.81,211.44,44.09,18.03,77.92,120.84,84.87
4/29/2015,67.22,210.57,43.54,18.15,76.39,119.84,84.88
4/30/2015,66.51,208.46,42.88,18.29,75.5,119.94,84.87
5/1/2015,67.25,210.72,43.14,18.27,75.9,118.95,84.8
5/4/2015,67.18,211.32,43.39,18.26,76.1,118.57,84.8
5/5/2015,66.18,208.9,42.92,18.41,74.43,118.37,84.78
5/6/2015,66.35,208.04,42.39,18.41,74.23,117.86,84.75
5/7/2015,66.13,208.87,42.33,18.12,75.21,118.33,84.72
5/8/2015,67.66,211.62,42.87,18.22,76.36,119.01,84.84
5/11/2015,67.07,210.605,42.46,18.14,75.25,117.81,84.76
5/12/2015,67.03,209.98,42.32,18.33,75.47,117.64,84.77
5/13/2015,67.53,210.02,42.4,18.35,74.84,117.53,84.81
5/14/2015,68.34,212.21,42.82,18.46,76.2,117.93,84.89
5/15/2015,68.42,212.44,43.15,18.45,76.83,118.75,84.89
5/18/2015,68.19,213.1,42.71,18.4,76.6,117.84,84.84
5/19/2015,67.93,213.03,42.78,18.01,76.5,117.21,84.79
5/20/2015,68.06,212.88,42.75,17.97,76.34,117.35,84.82
5/21/2015,68.42,213.5,42.6,18.19,75.99,117.91,84.85
5/22/2015,67.98,212.99,42.74,17.99,76.01,117.83,84.79
5/25/2015,67.98,212.99,42.74,17.99,76.01,117.83,84.79
5/26/2015,66.76,210.7,42.06,17.64,75.55,118.35,84.8
5/27/2015,67.41,212.7,42.07,17.4,76.12,118.47,84.81
5/28/2015,67.29,212.46,41.52,17.49,76.07,118.22,84.85
5/29/2015,66.64,211.14,41.12,17.71,75.25,118.27,84.87
6/1/2015,66.46,211.57,40.96,17.67,75.98,117.28,84.78
6/2/2015,66.77,211.36,41.12,17.88,75.36,116.68,84.77
6/3/2015,67.14,211.92,40.91,17.65,74.45,115.93,84.74
6/4/2015,66.42,210.1292,40.29,17.49,74.38,116.53,84.75
6/5/2015,65.63,209.77,40.11,17.57,73.48,115.94,84.665
6/8/2015,65.54,208.48,40.1,17.58,73.335,115.86,84.72
6/9/2015,65.18,208.45,39.86,17.86,72.8,115.34,84.68
6/10/2015,66.55,210.95,40.44,17.93,73.32,115.03,84.66
6/11/2015,66.73,211.63,40.24,17.77,73.9,116.05,84.68
6/12/2015,66.2,210.01,40.24,17.59,73.76,115.85,84.66
6/15/2015,65.8,209.11,39.79,17.51,73.38,115.83,84.7
6/16/2015,65.78,210.25,39.8,17.56,74,116.12,84.73
6/17/2015,65.63,210.59,40.04,17.61,74.46,116.11,84.79
6/18/2015,66.22,212.78,40.41,17.61,75.49,115.9,84.81
6/19/2015,66.06,210.81,40.06,17.45,75,116.52,84.83
6/22/2015,67.31,211.89,40.64,17.51,74.26,115.6,84.77
6/23/2015,67.49,212.04,41.04,17.72,73.9,115.34,84.75
6/24/2015,66.9,210.5,40.75,17.6,72.83,115.66,84.79
6/25/2015,65.77,209.86,40.31,17.62,72.14,115.47,84.77
6/26/2015,65.74,209.82,39.93,17.7,72.49,114.94,84.72
6/29/2015,63.72,205.42,39.04,17.62,71.33,115.94,84.86
6/30/2015,63.49,205.85,39.62,18,71.3,115.72,84.86
7/1/2015,63.9,207.5,39.59,17.78,72.39,115.02,84.75
7/2/2015,63.98,207.31,39.78,17.75,72.55,115.46,84.88
7/3/2015,63.98,207.31,39.78,17.75,72.55,115.46,84.88
7/6/2015,62.69,206.72,38.67,17.17,72.88,115.92,84.9
7/7/2015,62.71,208.02,38.09,17.07,74,116.4,84.89
7/8/2015,61.25,204.53,36.78,16.99,73.61,116.56,84.98
7/9/2015,62.26,204.9,37.49,17.19,73.26,115.79,84.92
7/10/2015,64.3,207.48,38.44,17.27,73.77,115.05,84.84
7/13/2015,64.54,209.77,38.7,17.28,73.88,114.8,84.8
7/14/2015,65.08,210.68,38.77,17.22,74.08,114.9,84.84
7/15/2015,64.84,210.61,38.33,17.02,74.15,115.2,84.87
7/16/2015,65.4,212.3,38.81,16.94,74.68,115.38,84.83
7/17/2015,65.31,212.48,38.76,16.85,74.39,115.46,84.81
7/20/2015,65.46,212.59,38.51,16.58,74.52,115.19,84.76
7/21/2015,65.27,211.75,38.52,16.65,74.25,115.43,84.77
7/22/2015,64.77,211.37,37.97,16.41,74.46,115.58,84.76
7/23/2015,64.6,210.18,37.6,16.27,73.93,115.92,84.77
7/24/2015,63.89,208,37.06,16.14,73.95,115.87,84.79
7/27/2015,63.42,206.79,36.36,15.83,74.11,115.88,84.85
7/28/2015,64.22,209.33,36.73,15.96,74.25,115.79,84.83
7/29/2015,64.45,210.77,37.09,16.01,74.63,115.69,84.81
7/30/2015,64.4,210.82,36.72,15.95,74.35,115.75,84.77
7/31/2015,64.78,210.5,37.12,15.73,74.83,116.35,84.86
8/3/2015,64.61,209.79,36.5,15.47,75.2,116.29,84.85
8/4/2015,64.66,209.38,36.63,15.56,74.81,115.7,84.72
8/5/2015,65,210.07,36.64,15.5,74.49,115.25,84.73
8/6/2015,64.73,208.35,36.32,15.49,74.49,115.47,84.75
8/7/2015,64.61,207.95,36.3,15.43,74.75,115.87,84.71
8/10/2015,65.4,210.57,36.91,15.76,74.76,115.41,84.71
8/11/2015,64.4,208.67,36.1,15.55,75.26,115.89,84.82
8/12/2015,63.94,208.92,35.54,15.5,75.37,115.71,84.82
8/13/2015,63.9,208.66,35.48,15.43,75.52,115.31,84.75
8/14/2015,64,209.42,35.53,15.33,75.95,115.42,84.71
8/17/2015,63.88,210.59,35.14,15.27,76.52,115.79,84.76
8/18/2015,63.4,209.98,34.76,15.19,76.58,115.35,84.75
8/19/2015,62.84,208.32,34.33,15.02,76.16,115.91,84.83
8/20/2015,61.32,203.97,33.79,15.06,75.57,115.98,84.8
8/21/2015,59.92,197.83,32.75,14.81,74.09,116.01,84.89
8/24/2015,57.85,189.5,31.32,14.44,70.63,115.69,84.93
8/25/2015,58.4,187.27,31.72,14.5,68.85,115.1,84.89
8/26/2015,59.78,194.46,32.77,14.41,70.57,115.03,84.84
8/27/2015,60.51,199.27,34.22,14.93,71.99,115.14,84.85
8/28/2015,60.42,199.28,33.78,15.32,71.91,115.35,84.81
8/31/2015,59.97,197.67,33.84,15.69,70.48,115.06,84.78
9/1/2015,57.96,191.77,32.53,15.17,69.14,115.42,84.77
9/2/2015,58.82,195.41,33,15.3,69.88,115.25,84.79
9/3/2015,58.96,195.55,33.13,15.4,70.02,115.8,84.79
9/4/2015,57.61,192.59,32.14,15.21,68.69,116.06,84.8
9/7/2015,57.61,192.59,32.14,15.21,68.69,116.06,84.8
9/8/2015,59.3,197.43,33.16,15.32,69.73,115.52,84.77
9/9/2015,59.06,194.79,32.99,15.12,68.88,115.77,84.75
9/10/2015,59.45,195.85,33.33,15.25,68.96,115.54,84.78
9/11/2015,59.44,196.74,33.46,15.23,70.09,115.62,84.81
9/14/2015,58.99,196.01,33.41,15.04,70.05,115.61,84.79
9/15/2015,59.39,198.46,33.73,15.09,70.64,114.74,84.67
9/16/2015,60.3,200.18,34.55,15.34,71.55,114.95,84.66
9/17/2015,60.33,199.73,34.47,15.24,72.25,115.9,84.85
9/18/2015,58.82,195.45,33.83,15.01,72.01,116.25,84.89
9/21/2015,58.79,196.46,33.77,15.18,72.64,115.66,84.84
9/22/2015,57.39,193.91,33.14,15.09,71.68,116.16,84.89
9/23/2015,57.12,193.6,32.61,14.97,72.01,116.09,84.86
9/24/2015,56.96,192.9,32.47,15.06,71.35,116.11,84.91
9/25/2015,57.46,192.85,32.4,15.15,71.04,115.76,84.87
9/28/2015,56.33,188.01,31.71,14.94,69.76,115.96,84.93
9/29/2015,56.25,188.12,31.86,15.04,70.25,116.11,84.97
9/30/2015,57.32,191.63,32.78,15.15,70.95,116.09,84.99
10/1/2015,57.5,192.13,32.96,15.05,71.28,115.73,84.95
10/2/2015,58.48,195,33.84,15.15,71.9,116.24,85.07
10/5/2015,59.64,198.47,34.57,15.35,73.19,115.93,85.01
10/6/2015,59.71,197.79,34.51,15.65,73.01,116.16,85
10/7/2015,60.46,199.41,35.43,15.62,73.72,116.57,84.98
10/8/2015,60.94,201.21,35.81,15.69,74.33,116.11,84.96
10/9/2015,61.05,201.33,35.94,15.76,74.25,116.16,84.96
10/12/2015,60.93,201.52,35.67,15.51,74.65,116.63,84.94
10/13/2015,60.16,200.25,35.09,15.41,74.1,116.54,84.97
10/14/2015,60.28,199.29,35.36,15.45,73.62,117,85.09
10/15/2015,61.31,202.35,36.22,15.41,74.46,116.95,85.04
10/16/2015,61.26,203.27,36.25,15.42,75.06,116.99,85
10/19/2015,61.05,203.37,35.88,15.14,75.95,116.98,85.03
10/20/2015,60.8,203.09,35.87,15.17,76.04,116.76,84.98
10/21/2015,60.77,201.85,35.35,15.04,75.77,117.34,85.01
10/22/2015,61.45,205.26,36.08,15.09,76.6,117.59,85.04
10/23/2015,62.06,207.51,36.29,15,75.9,117.16,84.97
10/26/2015,61.83,207,35.96,14.96,75.89,117.37,84.97
10/27/2015,61.29,206.6,35.55,14.89,75.7,117.4,85
10/28/2015,61.69,208.95,35.14,15.14,75.99,116.94,84.89
10/29/2015,61.24,208.83,34.81,15.05,75.91,116.12,84.83
10/30/2015,61.11,207.93,34.87,15.2,75.36,116.42,84.83
11/2/2015,61.69,210.39,35.56,15.12,77.03,115.59,84.74
11/3/2015,61.67,211,36.03,15.39,76.31,115.6,84.73
11/4/2015,61.33,210.36,35.74,15.13,75.94,115.47,84.64
11/5/2015,61.22,210.15,35.8,15.01,76.16,115.5,84.64
11/6/2015,60.94,210.04,35.3,14.92,73.98,114.75,84.56
11/9/2015,60.31,208.08,34.42,14.79,72.98,114.56,84.54
11/10/2015,60.27,208.56,34.27,14.76,73.65,114.85,84.58
11/11/2015,60.58,207.74,34.34,14.61,73.74,114.84,84.56
11/12/2015,59.79,204.84,34.01,14.4,73.21,114.8,84.59
11/13/2015,59.29,202.54,33.54,14.29,72.44,115.14,84.66
11/16/2015,60.0408,205.62,34.19,14.36,73.29,115.16,84.66
11/17/2015,60.2,205.47,34.09,14.14,73.33,115.28,84.63
11/18/2015,60.75,208.73,34.4592,14.2,74.11,115.31,84.6
11/19/2015,61.06,208.55,34.77,14.2,74.32,115.65,84.58
11/20/2015,60.92,209.3108,35.12,14.18,75.08,115.63,84.58
11/23/2015,60.54,209.07,34.79,14.29,75.21,115.67,84.57
11/24/2015,60.55,209.35,34.97,14.52,74.84,115.71,84.57
11/25/2015,60.69,209.32,34.7,14.5,75.09,115.82,84.58
11/26/2015,60.69,209.32,34.7,14.5,75.09,115.82,84.58
11/27/2015,60.7,209.56,33.94,14.28,75.69,115.86,84.6
11/30/2015,60.65,208.69,33.99,14.19,75.21,115.91,84.57
12/1/2015,61.29,210.68,34.25,14.35,76.14,116.45,84.58
12/2/2015,60.64,208.529,33.84,14.05,74.7,116.17,84.51
12/3/2015,60.35,205.61,33.65,14.21,73.6,114.63,84.51
12/4/2015,60.84,209.62,33.88,14.19,74.83,115.25,84.53
12/7/2015,60.45,208.35,33.317,13.78,74.63,115.45,84.52
12/8/2015,59.56,206.949,32.95,13.71,74.45,115.3,84.51
12/9/2015,59.29,205.34,32.68,13.72,73.99,115.27,84.54
12/10/2015,59.3,205.87,32.4592,13.67,73.57,115,84.49
12/11/2015,58.17,201.88,31.55,13.53,73.23,115.2,84.59
12/14/2015,58.26,202.9008,32.06,13.44,73.46,114.35,84.49
12/15/2015,58.55,205.0308,32.55,13.41,74.27,114.36,84.48
12/16/2015,59.73,208.03,33.19,13.35,75.73,114.34,84.41
12/17/2015,58.97,204.86,32.76,13.21,75.36,114.47,84.41
12/18/2015,58.35,200.0208,32.65,13.27,74.4,114.47,84.52
12/21/2015,58.11,201.67,32.4,13.21,74.78,114.55,84.51
12/22/2015,58.55,203.5,32.66,13.15,75.09,114.4,84.49
12/23/2015,59.53,206.02,33.12,13.39,75.94,114.5,84.46
12/24/2015,59.43,205.68,33,13.39,75,114.55,84.45
12/25/2015,59.43,205.68,33,13.39,75,114.55,84.45
12/28/2015,59.29,205.21,32.77,13.2,75.22,114.41,84.4
12/29/2015,59.88,207.4,32.8,13.42,75.99,113.82,84.38
12/30/2015,59.52,205.93,32.29,13.29,75.65,113.82,84.4
12/31/2015,58.72,203.87,32.19,13.36,75.08,114.01,84.36
1/1/2016,58.72,203.87,32.19,13.36,75.08,114.01,84.36
1/4/2016,57.82,201.0192,31.31,13.26,74.35,113.95,84.47
1/5/2016,57.73,201.36,31.38,13.13,75.57,114.01,84.42
1/6/2016,56.78,198.82,30.7792,12.92,75.32,114.46,84.47
1/7/2016,55.6,194.05,29.83,12.86,73.64,114.55,84.5
1/8/2016,54.93,191.923,29.51,12.8,72.77,114.64,84.56
1/11/2016,55.16,192.11,29.5,12.45,73.06,114.27,84.59
1/12/2016,55.42,193.6608,29.56,12.37,72.55,114.53,84.6
1/13/2016,54.56,188.83,29.25,12.3,71.45,114.88,84.65
1/14/2016,55.26,191.93,29.63,12.33,71.35,114.31,84.67
1/15/2016,53.26,187.81,28.455,12.065,70.535,114.14,84.74
1/18/2016,53.26,187.81,28.455,12.065,70.535,114.14,84.74
1/19/2016,53.75,188.06,28.88,11.97,70.75,113.63,84.73
1/20/2016,52.53,185.65,28.25,11.88,68.87,113.8,84.79
1/21/2016,52.92,186.69,28.36,12.04,69.33,113.47,84.78
1/22/2016,54.48,190.52,29.33,12.4,71.25,113.54,84.75
1/25/2016,53.75,187.64,28.825,12.13,70.55,113.42,84.75
1/26/2016,54.71,190.2,29.25,12.37,72.06,113.74,84.79
1/27/2016,54.36,188.13,29.15,12.52,70.94,113.43,84.81
1/28/2016,54.52,189.11,29.61,12.66,70.47,113.56,84.81
1/29/2016,55.48,193.7208,30.57,12.78,72,114.15,84.91
2/1/2016,55.42,193.65,30.28,12.54,72.01,113.45,84.82
2/2/2016,54.13,190.16,29.3,12.32,71.25,113.66,84.93
2/3/2016,54.58,191.3,30.13,12.63,71.6,113.38,84.95
2/4/2016,54.65,191.6,30.36,12.61,71.68,113.43,84.97
2/5/2016,53.81,187.95,30.01,12.53,70.07,113.41,84.95
2/8/2016,52.81,185.42,29.6,12.47,68.01,114,85.05
2/9/2016,52.2,185.43,29.19,12.15,66.91,113.61,85.02
2/10/2016,52.14,185.27,29.31,12.17,67.26,113.75,85.02
2/11/2016,51.38,182.86,28.82,12.32,66.27,114.13,85.1
2/12/2016,52.28,186.63,29.32,12.5,67.13,113.49,85
2/15/2016,52.28,186.63,29.32,12.5,67.13,113.49,85
2/16/2016,53.3408,189.78,29.97,12.36,68.42,112.95,84.95
2/17/2016,54.26,192.88,30.56,12.62,69.04,112.92,84.97
2/18/2016,53.98,192.09,30.38,12.55,69.7,113.84,85.04
2/19/2016,53.92,192,30.24,12.44,69.85,113.76,84.96
2/22/2016,54.53,194.78,30.99,12.63,70.66,113.99,84.97
2/23/2016,53.64,192.32,30.33,12.46,70.49,114.22,84.98
2/24/2016,53.45,193.2,30.26,12.62,70.52,114.33,85
2/25/2016,54.09,195.54,30.36,12.61,71.8,114.97,85.02
2/26/2016,53.95,195.0892,30.06,12.59,71.58,114.93,84.91
2/29/2016,53.63,193.56,30.32,12.75,71.46,115.01,84.96
3/1/2016,55.03,198.11,31.4,12.76,73.32,114.05,84.8
3/2/2016,55.41,199,31.82,12.83,73.88,114.28,84.79
3/3/2016,55.95,199.775,32.18,12.9,74.25,114.82,84.82
3/4/2016,56.36,200.43,32.82,13.15,74.45,114.8,84.76
3/7/2016,56.29,200.59,32.77,13.39,74.59,114.93,84.7
3/8/2016,55.74,198.4,32.21,13.21,73.82,115.54,84.76
3/9/2016,55.95,199.38,32.41,13.41,74.12,115.41,84.73
3/10/2016,55.86,199.54,32.46,13.39,73.93,115.89,84.72
3/11/2016,57.32,202.76,33.14,13.44,75.68,116.22,84.64
3/14/2016,57.2,202.5,32.94,13.32,75.58,116.56,84.64
3/15/2016,56.66,202.17,32.47,13.21,75.56,116.52,84.67
3/16/2016,57.16,203.34,33.12,13.44,76.52,117.08,84.84
3/17/2016,57.6,204.63,33.85,13.59,77.59,117.44,84.83
3/18/2016,57.5,204.38,34.0285,13.58,77.29,117.71,84.85
3/21/2016,57.41,204.67,34.1,13.62,76.79,117.57,84.84
3/22/2016,57.31,204.56,34.02,13.72,76.81,117.35,84.79
3/23/2016,56.73,203.2092,33.44,13.43,75.37,117.94,84.84
3/24/2016,56.35,203.12,33.36,13.35,75.43,117.89,84.8
3/25/2016,56.35,203.12,33.36,13.35,75.43,117.89,84.8
3/28/2016,56.69,203.24,33.47,13.39,76.01,117.96,84.82
3/29/2016,57.3,205.1208,33.93,13.36,77.52,118.49,84.98
3/30/2016,57.73,206.02,34.28,13.31,77.4,118.35,84.99
3/31/2016,57.16,205.52,34.25,13.29,77.86,118.82,85.03
4/1/2016,56.55,206.92,34.15,13.06,77.91,118.87,84.93
4/4/2016,56.43,206.25,33.74,12.88,77.8,118.88,84.99
4/5/2016,55.32,204.1892,33.08,12.85,77.36,119.26,85.02
4/6/2016,56.22,206.42,33.48,12.99,77.55,119.16,84.99
4/7/2016,55.4,203.95,32.81,12.95,77.13,119.48,85.04
4/8/2016,56.46,204.4992,33.38,13.26,77.57,119.21,85.04
4/11/2016,56.49,204.0201,33.81,13.36,77.47,119.2,85.03
4/12/2016,57.33,205.92,34.33,13.65,78,118.73,85.01
4/13/2016,58.24,208.0008,34.94,13.72,77.82,119.14,84.97
4/14/2016,58.43,208.01,34.77,13.61,77.32,119.06,84.97
4/15/2016,58.3,207.78,34.57,13.56,77.83,119.56,85.03
4/18/2016,58.8,209.2392,34.73,13.62,78.16,119.69,85.02
4/19/2016,59.82,209.9,35.26,13.91,78.24,119.91,84.99
4/20/2016,59.87,210.1,35.1,14.18,77.14,119.58,84.93
4/21/2016,59.51,208.97,34.75,14.12,75.83,119.53,84.91
4/22/2016,59.54,208.97,34.54,14.06,76.64,119.66,84.91
4/25/2016,59.24,208.61,34.3192,14.05,77.12,119.38,84.89
4/26/2016,59.45,208.9192,34.69,14.23,77.4,119.33,84.87
4/27/2016,59.49,209.35,34.9,14.36,77.38,120.09,84.93
4/28/2016,58.68,207.4475,34.54,14.44,77.2,120.2,84.98
4/29/2016,58.43,206.3308,34.39,14.58,76.56,120.33,85.01
5/2/2016,58.98,207.97,34.295,14.38,77.58,119.85,84.93
5/3/2016,58.01,206.1592,33.33,14.16,77.41,120.06,85.02
5/4/2016,57.34,205.01,32.79,14.17,78.45,119.86,85.01
5/5/2016,57.22,204.97,32.78,14.03,78.75,120.1,85.04
5/6/2016,57.38,205.72,32.83,14.12,79.52,119.84,85.02
5/9/2016,57.26,205.8892,32.41,13.81,80.16,119.72,85.06
5/10/2016,58.08,208.45,33.03,14.15,80.31,119.92,85.08
5/11/2016,57.58,206.5,32.95,14.48,78.88,120.05,85.05
5/12/2016,57.56,206.56,32.86,14.5,79.27,119.8,85
5/13/2016,56.97,204.76,32.27,14.48,78.63,120.02,85.01
5/16/2016,57.65,206.78,32.66,14.64,79.25,119.62,84.97
5/17/2016,57.23,204.8508,32.51,14.75,78.05,119.58,84.94
5/18/2016,57.25,204.91,32.19,14.64,76.96,118.56,84.79
5/19/2016,56.84,204.2,31.89,14.6,76.13,118.84,84.81
5/20/2016,57.31,205.49,32.21,14.66,76.74,118.92,84.84
5/23/2016,57.12,205.21,32.15,14.58,76.81,118.92,84.83
5/24/2016,57.95,207.87,32.48,14.58,77.73,118.72,84.77
5/25/2016,58.56,209.28,32.87,14.75,77.85,118.93,84.82
5/26/2016,58.72,209.34,33.09,14.74,77.9,119.27,84.87
5/27/2016,58.66,210.24,33.08,14.8,78.24,119.18,84.82
5/30/2016,58.66,210.24,33.08,14.8,78.24,119.18,84.82
5/31/2016,58.38,209.84,33.12,14.71,78.25,119.39,84.86
6/1/2016,58.33,210.27,33.1,14.86,78.3,119.14,84.75
6/2/2016,58.33,210.91,33.37,14.89,78.72,119.38,84.82
6/3/2016,58.71,210.28,33.88,14.99,78.96,120.34,84.96
6/6/2016,59.04,211.35,34.24,15.17,78.47,120.05,84.94
6/7/2016,59.47,211.68,34.55,15.32,78.95,120.23,84.96
6/8/2016,59.59,212.37,34.8,15.58,79.37,120.63,84.98
6/9/2016,58.86,212.08,34.4,15.55,79.49,120.8,85
6/10/2016,57.15,210.07,33.53,15.36,79.1,120.94,85.05
6/13/2016,56.32,208.4492,33.06,15.36,79.04,120.76,85.07
6/14/2016,55.42,208.04,32.95,15.26,78.61,120.49,85.08
6/15/2016,55.79,207.75,33.3,15.18,79.33,120.94,85.18
