,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
5/15/2009,43.75,88.71,30.08,21.18,30.93,97.2,83.95
5/18/2009,45.42,91.23,31.75,21.74,33.25,97.06,83.87
5/19/2009,45.83,91.12,32.11,21.74,32.72,97.45,83.92
5/20/2009,46.13,90.51,32.21,22.09,32.34,98.01,84.03
5/21/2009,45.78,89.21,31.61,21.91,32.4,97.01,83.922
5/22/2009,46.04,89.02,31.75,22.23,31.71,96.88,83.94
5/25/2009,46.04,89.02,31.75,22.23,31.71,96.88,83.94
5/26/2009,46.96,91.3,32.13,22.28,33.35,96.84,83.83
5/27/2009,46.05,89.67,31.76,22.38,32.24,96.17,83.81
5/28/2009,46.52,90.92,32.74,22.79,32.85,96.53,83.8
5/29/2009,47.45,92.53,33.24,23.23,33.75,97.95,83.92
6/1/2009,48.62,94.77,34.64,23.87,35.17,97.43,83.72
6/2/2009,49.04,94.85,34.14,23.97,34.65,98.15,83.69
6/3/2009,47.58,93.65,32.93,23.17,34.57,98.65,83.8396
6/4/2009,47.88,94.53,33.54,24.02,35.59,98.22,83.76
6/5/2009,47.29,94.55,33.61,23.89,35.14,97.7,83.21
6/8/2009,47.19,94.16,33.09,23.83,35.01,97.5,82.99
6/9/2009,47.77,94.64,33.15,24.06,35.05,98.24,83.1788
6/10/2009,47.86,94.4,33.568,23.97,34.38,97.95,83.17
6/11/2009,48.68,94.82,34.29,24.19,33.74,98.29,83.1801
6/12/2009,48.43,95.08,33.74,23.85,34.69,99.02,83.2699
6/15/2009,46.69,92.9,32.53,23.39,33.13,99.05,83.33
6/16/2009,46.15,91.64,32.04,23.3,32.66,98.99,83.42
6/17/2009,46.28,91.55,31.68,23.37,32.2,99.11,83.51
6/18/2009,46.2,92.219,31.59,23.4,32.36,97.85,83.37
6/19/2009,46.93,92.04,31.75,23.2,32.71,98.59,83.4219
6/22/2009,45.42,89.28,30.6,22.42,31.04,98.95,83.53
6/23/2009,45.06,89.35,30.55,22.81,31.31,99.75,83.53
6/24/2009,45.1,90.118,31.22,22.8,31.35,99.59,83.52
6/25/2009,46.05,92.08,32.15,23,31.85,100.37,83.68
6/26/2009,45.96,91.84,32.32,22.81,32.13,100.42,83.72
6/29/2009,46.35,92.7,32.56,23.03,32.21,100.31,83.72
6/30/2009,45.81,91.95,32.23,22.62,32.42,100.28,83.71
7/1/2009,46.57,92.33,32.82,22.53,32.74,99.7,83.68
7/2/2009,45.23,89.81,31.92,22.03,31.25,99.71,83.77
7/3/2009,45.23,89.81,31.92,22.03,31.25,99.71,83.77
7/6/2009,45.29,89.8,31.85,21.37,31.9,99.95,83.8
7/7/2009,44.19,88.06,31.1,21.03,30.72,99.55,83.79
7/8/2009,44.01,88,30.74,20.77,30.42,100.46,83.92
7/9/2009,44.55,88.17,31.291,20.9,29.93,100.5,83.88
7/10/2009,44.03,87.96,30.92,20.74,29.88,100.9,83.96
7/13/2009,44.8,90.102,31.14,20.85,31.06,100.84,83.91
7/14/2009,45.04,90.61,31.48,20.85,31.42,100.62,83.85
7/15/2009,46.58,93.26,33.17,21.4,32.5,99.69,83.65
7/16/2009,46.99,94.15,33.23,21.45,32.92,100.38,83.78
7/17/2009,46.82,94.13,33.57,21.77,32.15,100.07,83.75
7/20/2009,47.73,95.131,34.77,22.13,33.19,100.48,83.74
7/21/2009,48.03,95.57,34.665,22.05,33.12,101.9,83.84
7/22/2009,48.15,95.55,34.59,22.17,33.15,101.63,83.8
7/23/2009,48.96,97.661,35.57,22.63,34.3,101.46,83.65
7/24/2009,49.26,98.06,35.4,22.65,34.6,101.74,83.7
7/27/2009,49.31,98.35,35.71,22.74,35.25,101.51,83.64
7/28/2009,49.1,97.89,35.55,22.49,35.11,101.9,83.586
7/29/2009,48.7,97.652,34.75,21.91,34.61,102.54,83.54
7/30/2009,49.65,98.67,35.61,22.59,35.82,103.1,83.55
7/31/2009,50.41,98.81,35.78,23.04,35.85,104.46,83.69
8/3/2009,51.58,100.44,37.12,23.69,36.56,103,83.46
8/4/2009,51.5,100.7,36.78,23.7,38.3,102.48,83.39
8/5/2009,51.29,100.41,36.47,23.95,39.85,102.5,83.36
8/6/2009,50.97,99.89,36.17,23.4,39.6,102.22,83.36
8/7/2009,50.92,101.202,36.53,23.29,41.44,102.2,83.22
8/10/2009,50.61,100.99,36.12,23.28,40.62,102.52,83.3503
8/11/2009,50.32,99.73,35.44,22.93,39.42,103.05,83.44
8/12/2009,50.89,100.8,35.76,23.05,39.68,102.15,83.47
8/13/2009,51.67,101.57,36.38,23.36,39.87,103.14,83.61
8/14/2009,51.23,100.79,35.72,22.7,39.51,103.12,83.67
8/17/2009,49.58,98.31,34.32,22.36,37.53,103.29,83.76
8/18/2009,50.44,99.09,35.07,22.8,37.99,103.03,83.74
8/19/2009,50.87,99.96,35.16,22.96,37.71,103.36,83.78
8/20/2009,51.23,100.99,35.77,22.77,39.24,103.85,83.76
8/21/2009,52.35,102.97,36.31,22.94,40.11,103.38,83.63
8/24/2009,52.34,102.96,36.47,22.98,39.88,103.91,83.73
8/25/2009,52.86,103.16,36.39,22.65,40.32,104.09,83.73
8/26/2009,52.64,103.17,36.28,22.59,40.5,104.78,83.78
8/27/2009,53.04,103.4,36.21,22.78,40.82,104.3,83.77
8/28/2009,53.07,103.38,36.02,22.73,41.09,104.82,83.86
8/31/2009,52.68,102.46,35.31,22.11,40.58,105.33,83.92
9/1/2009,51.37,100.2,34.64,21.77,38.51,104.31,83.88
9/2/2009,51.31,99.82,35.01,21.82,37.75,104.62,83.97
9/3/2009,51.71,100.65,35.71,21.71,38.42,104.8,83.89
9/4/2009,52.5,102.06,36.4,21.62,38.88,104.87,83.85
9/7/2009,52.5,102.06,36.4,21.62,38.88,104.87,83.85
9/8/2009,53.54,102.94,37.15,22.02,40.13,104.6,83.86
9/9/2009,54.2,103.73,37.35,22.11,40.94,104.57,83.87
9/10/2009,54.68,104.79,37.84,22.23,41.52,105.26,83.92
9/11/2009,54.61,104.77,37.86,21.94,41.39,106.21,83.89
9/14/2009,54.72,105.28,37.72,21.82,42.58,105.67,83.84
9/15/2009,54.73,105.72,38.17,22.33,43.33,105.61,83.88
9/16/2009,55.81,107.32,39.13,22.62,45.02,105.94,83.77
9/17/2009,55.45,107.16,38.92,22.63,44.8,106.46,83.89
9/18/2009,55.6,106.72,39.03,22.4325,44.79,105.79,83.81
9/21/2009,55.01,106.45,38.69,21.94,44.08,106.04,83.84
9/22/2009,55.77,107.07,39.28,22.3,45.04,106.29,83.82
9/23/2009,55.29,106.18,38.69,21.8,43.53,106.34,83.95
9/24/2009,54.48,105.01,37.93,21.52,42.09,106.51,83.9752
9/25/2009,54.25,104.45,38.09,21.35,42.06,106.92,83.94
9/28/2009,54.99,106.32,38.58,21.54,43.7,107.19,83.93
9/29/2009,54.66,106,38.669,21.46,42.97,106.77,83.92
9/30/2009,54.68,105.59,38.91,22.06,42.67,106.68,84.01
10/1/2009,53.25,103,37.85,21.9214,40.86,105.12,83.99
10/2/2009,52.66,102.49,37.86,21.7,40.46,104.44,84.02
10/5/2009,53.42,104.02,38.74,22.4,41.55,105,84.02
10/6/2009,54.32,105.51,39.38,22.13,41.56,104.78,83.97
10/7/2009,54.52,105.8,39.34,22.17,41.43,105.45,84.08
10/8/2009,55.31,106.61,39.82,22.61,42.21,104.86,84
10/9/2009,55.17,107.26,39.85,22.7,42.62,103.94,83.88
10/12/2009,55.5,107.68,40.18,23.16,42.55,104.3,83.98
10/13/2009,55.38,107.46,40.25,23.42,41.91,104.5,84.03
10/14/2009,56.71,109.31,41.55,23.6,43.45,104,83.92
10/15/2009,56.97,109.71,41.32,23.84,43.12,103.98,83.87
10/16/2009,56.11,108.89,40.75,23.9,41.95,104.06,83.9174
10/19/2009,57.01,109.79,41.53,24.24,42.92,104.59,83.92
10/20/2009,56.71,109.211,40.98,24.09,42.12,105.26,83.96
10/21/2009,56.52,108.23,40.76,24.6,41.79,104.82,83.92
10/22/2009,57.07,109.33,41.1,24.8,42.73,105.44,83.93
10/23/2009,56.17,108.08,40.76,24.71,42.26,104.86,83.79
10/26/2009,55.32,106.91,40.25,24.26,42,104.42,83.7
10/27/2009,54.88,106.42,39.55,24.09,41.36,105.32,83.87
10/28/2009,53.56,104.41,37.74,23.47,39.63,104.61,83.99
10/29/2009,55.14,106.65,39.41,24.2,41.34,104.74,83.92
10/30/2009,53.3,103.56,37.57,23.585,40.55,105.68,84.02
11/2/2009,53.82,104.32,38.13,24,40.61,105.04,83.84
11/3/2009,53.61,104.65,38.19,24.34,41.19,104.56,83.83
11/4/2009,54.15,104.92,38.9,24.32,40.45,104.97,83.82
11/5/2009,54.85,106.8501,39.7,24.19,41.29,105.04,83.9
11/6/2009,55.01,107.13,39.65,23.76,40.65,105.32,83.96
11/9/2009,56.55,109.57,41.11,24.15,42.561,105.38,83.96
11/10/2009,56.25,109.59,40.92,24.03,42.35,105.31,83.94
11/11/2009,56.418,110.15,41.27,24.19,43.13,105.7,84.03
11/12/2009,55.6,109.03,40.35,23.83,42.62,105.7,84.02
11/13/2009,56.38,109.62,41.04,23.81,43.19,106.01,84.04
11/16/2009,57.28,111.21,42.07,24.5,44.17,106.51,84.09
11/17/2009,56.9,111.339,41.92,24.62,43.54,106.67,84.11
11/18/2009,56.72,111.27,41.59,24.64,44.26,106.32,84.11
11/19/2009,55.65,109.82,40.82,24.29,43.38,106.45,84.14
11/20/2009,55.34,109.43,40.65,24.26,43.05,105.95,84.16
11/23/2009,56.33,110.82,41.5,24.37,43.54,105.95,84.15
11/24/2009,56.1,110.99,41.27,24.09,42.9,106.36,84.22
11/25/2009,56.85,111.38,41.75,24.67,43.07,106.75,84.26
11/26/2009,56.85,111.38,41.75,24.67,43.07,106.75,84.26
11/27/2009,55.21,109.57,40.13,24.39,41.85,106.72,84.32
11/30/2009,55.39,109.94,40.52,24.66,43.42,107.25,84.33
12/1/2009,56.91,111.3,41.68,24.84,43.98,106.26,83.77
12/2/2009,57,111.25,41.85,24.67,44.63,106.28,83.7
12/3/2009,56.87,110.38,41.46,24.65,44.25,106.25,83.65
12/4/2009,56.67,111.01,41.84,24.45,45.44,105.81,83.44
12/7/2009,56.36,110.84,41.48,24.23,44.65,105.76,83.62
12/8/2009,55.38,109.61,40.71,23.99,44.38,106.21,83.7
12/9/2009,55.31,110.021,40.96,23.69,44.32,105.6,83.64
12/10/2009,55.48,110.64,41.2,23.56,44.19,105.69,83.61
12/11/2009,55.46,111.11,41.35,23.68,44.83,105.19,83.52
12/14/2009,56,111.87,41.63,23.81,45.7,105.77,83.43
12/15/2009,55.38,111.35,41.2,23.7,45.28,105.01,83.41
12/16/2009,56.03,111.52,41.44,24.11,45.55,105.41,83.47
12/17/2009,54.71,110.18,40.25,23.74,45.26,105.86,83.63
12/18/2009,54.84,110.21,40.36,23.84,45.61,105.69,83.57
12/21/2009,55.001,111.33,40.31,23.61,46.16,105.18,83.44
12/22/2009,54.85,111.73,40.39,23.78,46.65,104.74,83.34
12/23/2009,55.35,111.95,40.79,24.2,46.67,105.07,83.34
12/24/2009,55.57,112.48,41.2,24.34,47.26,104.58,83.24
12/25/2009,55.57,112.48,41.2,24.34,47.26,104.58,83.24
12/28/2009,55.81,112.72,41.34,24.77,47.43,104.3,83.12
12/29/2009,55.9,112.562,41.18,24.72,46.75,104.18,83.09
12/30/2009,55.67,112.52,41.36,24.69,46.83,104.3,83.06
12/31/2009,55.28,111.44,41.5,24.62,45.92,104.15,82.96
1/1/2010,55.28,111.44,41.5,24.62,45.92,104.15,82.96
1/4/2010,56.73,113.33,42.71,25.24,45.81,104.7,83.07
1/5/2010,56.78,113.63,43.02,25.27,45.92,105.2,83.17
1/6/2010,57.02,113.71,43.11,25.72,45.9,104.89,83.18
1/7/2010,56.8,114.19,42.86,25.4,46.31,105.02,83.16
1/8/2010,57.25,114.57,43.2,25.38,46,105.25,83.2398
1/11/2010,57.72,114.73,43.11,25.3,46.22,105.36,83.28
1/12/2010,57.04,113.66,42.42,24.76,45.44,105.56,83.35
1/13/2010,57.52,114.62,42.55,24.78,46.29,105.12,83.28
1/14/2010,57.96,114.93,42.44,24.65,46.13,105.5,83.36
1/15/2010,57.05,113.64,41.9493,24.37,45.71,105.46,83.43
1/18/2010,57.05,113.64,41.9493,24.37,45.71,105.46,83.43
1/19/2010,57.61,115.06,42.8,24.53,46.62,105.55,83.45
1/20/2010,56.14,113.89,41.77,24.07,46.14,105.48,83.45
1/21/2010,54.94,111.7,40.5075,23.77,44.83,105.76,83.52
1/22/2010,53.87,109.21,39.61,23.52,43.8,105.6,83.59
1/25/2010,54.53,109.77,39.9,23.63,44.12,105.59,83.52
1/26/2010,54.22,109.31,39.07,23.37,43.74,105.31,83.53
1/27/2010,54.16,109.83,38.97,23.03,44.14,104.93,83.4983
1/28/2010,53.25,108.57,38.7,22.95,43.72,104.78,83.54
1/29/2010,52.48,107.39,38.28,22.69,43.43,105.45,83.62
2/1/2010,53.44,109.06,39.31,23.24,44.22,104.53,83.5
2/2/2010,54.33,110.38,39.63,23.74,44.95,104.86,83.51
2/3/2010,53.76,109.83,39.4,23.45,44.43,104.75,83.45
2/4/2010,51.57,106.44,37.62,22.67,42.77,104.74,83.57
2/5/2010,51.48,106.66,37.2,22.38,43.57,104.42,83.7
2/8/2010,50.46,105.89,36.83,22.39,42.58,104.52,83.64
2/9/2010,52.05,107.22,38.03,22.79,42.45,104.28,83.56
2/10/2010,51.72,107.01,37.93,22.88,42.48,103.47,83.47
2/11/2010,52.2,108.13,38.93,23.15,42.85,103.708,83.5
2/12/2010,51.75,108.04,38.44,23.02,43.24,103.83,83.57
2/15/2010,51.75,108.04,38.44,23.02,43.24,103.83,83.57
2/16/2010,52.9,109.74,39.43,23.72,44.4,104.24,83.58
2/17/2010,52.97,110.26,39.57,23.6,44.82,103.891,83.51
2/18/2010,53.27,110.91,39.72,23.81,45.42,103.82,83.46
2/19/2010,52.94,111.14,39.38,23.95,45.41,104.19,83.43
2/22/2010,53.04,111.16,39.43,23.82,45.6,104.25,83.46
2/23/2010,52.29,109.81,38.52,23.43,45.24,104.5,83.53
2/24/2010,52.62,110.82,38.89,23.62,45.68,104.95,83.57
2/25/2010,52.3,110.67,38.57,23.22,45.91,104.84,83.64
2/26/2010,52.62,110.74,38.96,23.63,45.8,105.53,83.67
3/1/2010,53.03,111.89,39.62,23.39,46.27,105.22,83.58
3/2/2010,53.43,112.2,40.066,23.64,46.29,105.44,83.58
3/3/2010,54.07,112.3,40.12,23.87,46.19,105.66,83.57
3/4/2010,53.93,112.641,39.91,23.66,46.38,105.71,83.54
3/5/2010,54.98,114.25,40.95,23.94,47.44,105.58,83.47
3/8/2010,54.98,114.27,40.98,23.91,48.03,105.75,83.43
3/9/2010,54.85,114.46,41.21,23.65,48.19,105.65,83.49
3/10/2010,55.08,114.97,41.5,23.72,48.45,105.75,83.47
3/11/2010,55.29,115.45,41.51,23.66,48.69,105.71,83.37
3/12/2010,55.66,115.46,41.37,23.52,49.05,105.93,83.38
3/15/2010,55.27,115.49,41.07,23.24,48.91,105.91,83.41
3/16/2010,55.97,116.41,41.6,23.55,50.18,106.4,83.43
3/17/2010,56.27,117.1,42.05,23.76,50.79,106.79,83.45
3/18/2010,55.9425,117.0375,41.73,23.71,50.59,106.58,83.4
3/19/2010,55.37,115.97,41.19,23.42,50.16,106.5,83.34
3/22/2010,55.53,116.5925,41.34,23.42,50.68,106.67,83.37
3/23/2010,55.92,117.41,41.63,23.32,50.54,106.6,83.34
3/24/2010,55,116.84,41.01,23.06,50.7,105.81,83.21
3/25/2010,54.97,116.65,40.9,22.93,50.29,105.43,83.24
3/26/2010,55.51,116.582,41.1,22.97,50.11,105.75,83.29
3/29/2010,55.98,117.32,41.84,23.49,50.33,105.66,83.33
3/30/2010,55.98,117.4,42,23.54,50.23,105.72,83.31
3/31/2010,55.98,117,42.1225,23.52,49.78,105.77,83.37
4/1/2010,56.97,117.8,43.22,23.98,50.01,105.53,83.26
4/2/2010,56.97,117.8,43.22,23.98,50.01,105.53,83.26
4/5/2010,57.03,118.76,43.61,24.36,51.05,104.56,83.03
4/6/2010,56.87,119.04,43.74,24.34,52.08,104.81,83.09
4/7/2010,56.47,118.36,43.36,24.25,50.96,105.34,83.22
4/8/2010,56.41,118.7725,43.5125,24.21,50.98,105.14,83.2
4/9/2010,57.15,119.55,43.78,24.26,51.7875,105.21,83.22
4/12/2010,57.33,119.74,43.43,24.24,51.45,105.51,83.26
4/13/2010,57.28,119.83,43.34,24.33,52.62,105.89,83.24
4/14/2010,58.04,121.19,43.98,24.61,52.67,105.8,83.24
4/15/2010,58,121.29,43.74,24.7,51.36,105.98,83.3
4/16/2010,56.72,119.36,42.46,24.25,50.29,106.23,83.43
4/19/2010,56.57,119.81,42.29,23.94,50.48,105.96,83.35
4/20/2010,56.92,120.88,42.79,24.13,51.27,106.19,83.36
4/21/2010,56.55,120.66,42.65,24.25,52.23,106.56,83.37
4/22/2010,56.04,121.02,42.83,24.31,52.99,106.32,83.31
4/23/2010,56.46,121.8125,43.06,24.47,53.68,106.3,83.28
4/26/2010,56.52,121.35,43.06,24.35,54.02,106.35,83.28
4/27/2010,54.25,118.48,41.515,23.98,52.31,106.42,83.44
4/28/2010,54.26,119.38,41.87,24.06,52.49,106.6,83.42
4/29/2010,55.1,120.8575,42.56,24.25,54.66,106.873,83.44
4/30/2010,54.41,118.8125,42.05,24.44,52.96,107.31,83.54
5/3/2010,54.8,120.35,42.28,24.56,54.6,106.89,83.38
5/4/2010,52.63,117.52,40.34,23.9,53.32,107.02,83.43
5/5/2010,51.62,116.82,39.61,23.36,52.57,106.56,83.54
5/6/2010,49.32,112.942,37.9901,22.8999,50.455,104.8,83.72
5/7/2010,49.21,111.26,38.19,22.78,49.61,105.14,83.69
5/10/2010,52.4,116.16,40.94,23.22,52.88,105.8,83.58
5/11/2010,51.55,115.83,40.2,23.18,52.94,105.91,83.63
5/12/2010,52.13,117.45,40.7,23.37,53.8,105.87,83.61
5/13/2010,51.45,115.99,40.32,23.17,53.09,106.18,83.66
5/14/2010,49.99,113.89,39.49,22.58,51.45,106.15,83.77
5/17/2010,50.06,113.95,39.25,21.94,51.37,106.33,83.74
5/18/2010,48.98,112.4,38.4275,21.91,50.06,106.67,83.83
5/19/2010,49.17,111.76,38.06,21.71,49.64,106.73,83.79
5/20/2010,47.46,107.54,36.165,21.26,47.24,106.49,83.89
5/21/2010,48.62,109.115,37.34,21.48,48.77,106.31,83.83
5/24/2010,47.51,107.71,36.95,21.46,47.79,106.59,83.82
5/25/2010,47.32,107.818,36.55,21.29,48.29,106.08,83.81
5/26/2010,46.62,107.17,36.53,21.52,48.1,106.15,83.74
5/27/2010,49.27,110.76,38.74,22.15,50.71,105.6,83.68
5/28/2010,48.32,109.369,38.1,21.96,49.95,105.46,83.84
5/31/2010,48.32,109.369,38.1,21.96,49.95,105.46,83.84
6/1/2010,47.84,107.53,37.405,21.55,48.98,104.93,83.77
6/2/2010,49.12,110.33,38.71,21.81,50.06,105.3,83.71
6/3/2010,48.97,110.71,38.57,21.93,49.93,104.96,83.69
6/4/2010,46.88,106.82,37.2,21.25,47.22,105.6,83.88
6/7/2010,46.29,105.49,36.62,21.29,46.98,106.045,83.85
6/8/2010,47.03,106.62,37.46,21.46,47.8,106.04,83.84
6/9/2010,46.86,106.05,37.26,21.56,48.04,106.08,83.85
6/10/2010,48.84,109.15,38.56,21.92,50.05,105.64,83.74
6/11/2010,48.91,109.68,38.76,21.95,50.57,106.03,83.83
6/14/2010,49.22,109.509,38.77,22.01,51.17,105.83,83.85
6/15/2010,50.78,112,39.94,22.38,52.28,105.7,83.81
6/16/2010,50.54,111.96,39.94,22.43,51.9,105.81,83.83
6/17/2010,50.7,112.14,39.74,22.44,51.98,106.51,83.88
6/18/2010,50.61,111.729,39.92,22.4,51.83,106.5,83.89
6/21/2010,50.6,111.41,40.61,22.31,51.46,106.77,83.9
6/22/2010,49.96,109.57,39.83,22.26,50.01,107.29,83.94
6/23/2010,49.43,109.23,39.67,21.89,50.04,107.74,84
6/24/2010,48.57,107.42,38.97,21.94,48.59,107.31,84.02
6/25/2010,48.85,107.8675,39.43,22.34,49.83,107.49,84.05
6/28/2010,48.49,107.53,39.16,22.1,49.26,108.08,84.1
6/29/2010,46.83,104.21,37.57,21.49,47.68,108.03,84.14
6/30/2010,46.51,103.22,37.32,21.57,47.21,108.46,84.12
7/1/2010,47.19,102.76,37.59,21.24,47.12,108.14,84.02
7/2/2010,47.09,102.2,37.75,21.2,46.22,107.83,84.02
7/5/2010,47.09,102.2,37.75,21.2,46.22,107.83,84.02
7/6/2010,48.03,102.87,38.45,21.26,45.32,108.28,84.02
7/7/2010,49.525,106.1075,39.3,21.74,47.48,108.35,84.01
7/8/2010,50.01,107.16,39.49,21.94,47.99,108.08,84.02
7/9/2010,50.06,107.96,39.975,21.98,48.62,107.95,83.99
7/12/2010,49.87,108.03,39.65,21.73,48.8,108.08,84
7/13/2010,50.79,109.66,40.11,22.08,49.87,108.14,83.94
7/14/2010,50.97,109.651,40.03,22.04,49.58,108.62,84.03
7/15/2010,51.22,109.68,39.84,22.25,49.47,108.81,84.05
7/16/2010,49.58,106.66,38.65,21.97,47.95,109,84.13
7/19/2010,49.9,107.29,39.16,21.95,48.5,108.98,84.1
7/20/2010,50.24,108.48,40.08,22.13,49.33,109.1,84.13
7/21/2010,49.33,107.07,39.67,22.07,48.38,109.63,84.17
7/22/2010,50.99,109.461,40.87,22.51,50.12,109.49,84.14
7/23/2010,51.59,110.41,41.15,22.44,50.71,109.63,84.1
7/26/2010,51.95,111.56,41.43,22.42,52.02,109.73,84.07
7/27/2010,52.1,111.55,41.36,22.18,52.01,109.36,84.02
7/28/2010,51.83,110.83,41.13,22.27,51.93,109.75,84.1
7/29/2010,52.07,110.29,41.2,22.59,51.47,109.79,84.17
7/30/2010,51.91,110.27,41.4,22.89,51.65,110.3,84.21
8/2/2010,53.66,112.76,42.475,23.33,53.22,109.63,84.12
8/3/2010,53.58,112.22,42.27,23.41,52.94,109.9,84.18
8/4/2010,53.63,112.97,42.33,23.61,53.11,109.56,84.11
8/5/2010,53.59,112.85,42.14,23.5,52.45,109.76,84.21
8/6/2010,53.75,112.392,42.08,23.29,52.28,110.39,84.23
8/9/2010,53.81,112.992,42.3,23.37,52.8,110.75,84.18
8/10/2010,53.38,112.375,41.72,23.12,52.39,110.61,84.22
8/11/2010,50.95,109.3,40.39,22.6,51.13,110.6,84.24
8/12/2010,50.89,108.63,40.46,22.43,50.54,110.21,84.22
8/13/2010,50.71,108.31,40.68,22.41,50.43,110.64,84.21
8/16/2010,51.12,108.26,41.06,22.34,50.48,111.86,84.29
8/17/2010,51.69,109.59,41.49,22.66,51.58,111.68,84.27
8/18/2010,51.67,109.79,41.46,22.57,51.59,111.78,84.29
8/19/2010,50.84,107.88,41.14,22.34,50.42,111.9,84.31
8/20/2010,50.31,107.53,41.02,22.2,50.27,112.1,84.28
8/23/2010,50.21,107.1236,40.65,22.05,50.03,112.34,84.29
8/24/2010,49.52,105.53,40.13,21.8,49.81,112.6,84.35
8/25/2010,49.57,105.94,39.87,21.91,50.46,112.81,84.2725
8/26/2010,49.55,105.23,39.62,22.16,50.18,112.91,84.27
8/27/2010,50.52,106.86,40.49,22.54,50.98,111.89,84.21
8/30/2010,49.79,105.311,39.82,22.5,50.51,112.62,84.31
8/31/2010,49.94,105.31,40.06,22.2,50.98,113,84.34
9/1/2010,51.72,108.46,41.47,22.64,52.59,111.73,84.2225
9/2/2010,52.01,109.47,41.54,22.8,53.25,111.59,84.2
9/3/2010,52.49,110.89,42.03,22.92,53.9475,110.75,84.16
9/6/2010,52.49,110.89,42.03,22.92,53.9475,110.75,84.16
9/7/2010,51.76,109.64,41.42,23.04,53.2,111.57,84.25
9/8/2010,52.16,110.41,41.868,23.09,53.23,111.35,84.19
9/9/2010,52.65,110.92,42.112,22.96,52.83,110.77,84.1
9/10/2010,52.81,111.482,42.26,23.2,53.04,110.85,84.09
9/13/2010,53.77,112.72,43.27,23.37,53.865,111,84.16
9/14/2010,54.13,112.65,43.25,23.44,53.71,111.52,84.22
9/15/2010,54.15,113.08,43.31,23.4,54.13,111.34,84.24
9/16/2010,53.89,113.05,43.09,23.28,53.84,110.99,84.26
9/17/2010,53.63,112.49,43.02,23.36,54,111.35,84.28
9/20/2010,54.56,114.21,43.7,23.55,55.21,111.49,84.29
9/21/2010,54.55,113.98,43.57,23.3,54.34,112.34,84.35
9/22/2010,54.47,113.42,43.6,23.44,53.78,112.27,84.34
9/23/2010,53.88,112.498,43.32,23.46,52.12,112.35,84.35
9/24/2010,55.38,114.82,44.12,23.82,53.54,112.1,84.34
9/27/2010,55.1,114.27,44.0375,23.66,53.01,112.68,84.36
9/28/2010,55.42,114.67,44.36,23.66,53.15,112.88,84.38
9/29/2010,55.33,114.47,44.51,23.97,52.76,112.77,84.36
9/30/2010,54.92,114.13,44.77,24.11,52.88,113.09,84.37
10/1/2010,55.468,114.61,45.43,24.16,53.14,112.11,84.32
10/4/2010,54.67,113.75,45.29,24.08,53.59,112.29,84.33
10/5/2010,56.22,116.04,46.11,24.57,54.29,112.52,84.37
10/6/2010,56.69,116.03,46.09,24.58,54.13,113.25,84.38
10/7/2010,56.5,115.89,45.68,24.33,54.25,113.22,84.45
10/8/2010,56.87,116.5375,46.23,25.14,54.32,113.11,84.45
10/11/2010,56.8,116.65,46.2,25.02,54.24,113.21,84.46
10/12/2010,56.68,117.01,46.01,25.14,54.71,113.04,84.4
10/13/2010,57.32,117.92,46.855,25.26,55.25,112.98,84.41
10/14/2010,57.72,117.46,46.775,25.22,55.08,112.07,84.37
10/15/2010,57.53,117.7,46.72,24.94,55.05,111.36,84.4
10/18/2010,57.66,118.28,46.74,25.19,54.77,112.13,84.42
10/19/2010,56.39,116.73,45.26,24.45,55.04,112.14,84.46
10/20/2010,57.45,117.87,45.98,25.03,56.14,112.34,84.47
10/21/2010,57.14,118.13,45.98,24.72,56.03,112.04,84.48
10/22/2010,57.29,118.347,46.03,24.925,56.04,112.18,84.46
10/25/2010,57.51,118.7,46.53,25.06,56.15,112.58,84.48
10/26/2010,57.14,118.72,46.49,25.19,55.82,111.98,84.4
10/27/2010,56.59,118.38,45.7,25.11,55.26,111.69,84.36
10/28/2010,57.03,118.4,45.99,25.24,54.92,112.14,84.47
10/29/2010,57.01,118.49,46.12,25.18,54.96,112.36,84.49
11/1/2010,56.8,118.53,46.63,25.34,55.36,111.89,84.46
11/2/2010,57.74,119.475,47.205,25.57,55.67,112.41,84.41
11/3/2010,58.14,119.95,47.5,25.69,55.61,112.04,84.44
11/4/2010,59.46,122.26,48.58,26.3,57.05,113.1,84.46
11/5/2010,59.2,122.725,48.49,26.41,57.62,112.74,84.39
11/8/2010,58.835,122.49,48.295,26.48,57.34,112.8,84.35
11/9/2010,58.252,121.61,47.68,26.3,55.27,111.96,84.24
11/10/2010,58.42,122.1,48.03,26.58,55.93,111.72,84.29
11/11/2010,57.92,121.635,47.56,26.36,55.48,111.23,84.16
11/12/2010,57.44,120.198,46.41,25.26,54.96,110.45,84.16
11/15/2010,57.4,120.03,46.39,25.3,54.36,109.24,84.11
11/16/2010,56.05,118.16,45.1675,24.55,52.65,109.82,84.15
11/17/2010,56.3575,118.218,45.4,24.36,53.11,109.82,84.2
11/18/2010,57.77,119.9575,46.48,25.02,53.48,109.9,84.21
11/19/2010,57.77,120.29,46.51,24.66,53.73,110.28,84.16
11/22/2010,57.15,120.19,46.37,24.74,53.84,110.89,84.24
11/23/2010,55.43,118.4475,44.9,24.675,53.46,110.95,84.29
